AssemblyAccession	GenomeSize	ProteinCount
GCF_001636345.1	4586855	4310
GCF_001636395.1	5668192	5275
GCF_001636405.1	5460250	4942
GCF_001636415.1	5305306	4946
GCF_001636425.1	5138363	4638
GCF_001639065.2	5535129	5016
GCF_001639105.2	6862695	5834
GCF_001641005.1	3354681	3043
GCF_001641285.1	4227172	3761
GCF_001641615.1	4797622	4182
GCF_001641635.1	10111113	8805
GCF_001641695.1	8679329	7717
GCF_001642085.1	2241302	1988
GCF_001642655.1	3134437	3016
GCF_001642675.1	9106064	8128
GCF_001642695.1	7121774	5910
GCF_001642805.2	5117644	4736
GCF_001643015.1	3217288	2817
GCF_001643235.1	3731130	3660
GCF_001643775.1	2446250	1914
GCF_001644565.1	2971983	2711
GCF_001644605.1	5012599	4393
GCF_001644645.1	5940863	4841
GCF_001644705.1	4919833	4120
GCF_001645705.1	4841992	4237
GCF_001646785.1	6283907	5672
GCF_001646955.1	6512467	4823
GCF_001647025.1	6687418	5883
GCF_001647695.1	1589620	1381
GCF_001648155.1	4871648	4263
GCF_001650235.3	2950006	2738
GCF_001650695.1	5136885	3872
GCF_001650715.1	4619819	4228
GCF_001651805.1	5191608	4461
GCF_001651875.1	5994348	5362
GCF_001653335.1	4376707	4052
GCF_001653565.1	8311090	6803
GCF_001653715.1	7023890	6367
GCF_001653755.1	3293944	2848
GCF_001654455.1	5627734	4494
GCF_001655245.1	6235754	5752
GCF_001656035.1	4275406	3715
GCF_001658025.1	5303342	4830
GCF_001659725.1	2232205	2257
GCF_001659785.1	3607892	3239
GCF_001660045.1	7766531	6741
GCF_001660485.1	4373124	3889
GCF_001661075.1	6823539	5932
GCF_001661915.1	3306530	3105
GCF_001663155.1	2673978	2528
GCF_001663175.1	3090363	2840
GCF_001663855.1	6177004	5766
GCF_001664265.1	6478651	6001
GCF_001664385.1	6726041	6179
GCF_001672295.1	3614588	3099
GCF_001675045.1	5905968	5017
GCF_001676725.1	5954318	5255
GCF_001676745.1	5966919	5230
GCF_001677435.1	4059891	3545
GCF_001678905.1	2392314	2003
GCF_001682385.1	4451751	4034
GCF_001682515.1	4284915	3941
GCF_001683355.1	3303745	2430
GCF_001683395.1	4902106	4501
GCF_001684335.1	5420031	4292
GCF_001685395.1	4985901	4295
GCF_001685415.1	3597394	3293
GCF_001685435.2	2776927	2717
GCF_001686985.1	7343952	6592
GCF_001687305.1	2202666	1816
GCF_001687475.2	1520669	1395
GCF_001687545.1	2591679	2504
GCF_001687565.2	3804624	3500
GCF_001687585.2	3424893	3209
GCF_001687605.2	3261818	3092
GCF_001687625.2	3280721	3119
GCF_001687665.2	3319331	3110
GCF_001687805.1	4802851	4083
GCF_001688725.2	4839927	3753
GCF_001688845.2	3306457	2639
GCF_001691055.1	4638003	4078
GCF_001692755.1	3577579	2967
GCF_001693385.1	8322773	7475
GCF_001693515.2	8377719	7561
GCF_001693735.1	3465989	3161
GCF_001695395.1	1909306	1901
GCF_001696485.1	8690708	7600
GCF_001696715.1	3689630	3379
GCF_001697185.1	3427057	2785
GCF_001697225.1	3243537	3021
GCF_001698185.1	4558891	4168
GCF_001698205.1	3009495	2891
GCF_001700435.1	7877932	6551
GCF_001700505.1	7070041	5833
GCF_001700515.1	7542112	6054
GCF_001700985.1	4004923	3683
GCF_001701025.1	9997872	9080
GCF_001701045.1	3585187	3126
GCF_001702115.1	1389742	1285
GCF_001702155.1	3321356	2786
GCF_001703555.1	2666320	2418
GCF_001703635.1	4723612	4275
GCF_001704115.1	3741098	3130
GCF_001704275.1	9815884	8103
GCF_001704615.3	3812268	3466
GCF_001704875.1	4387864	3795
GCF_001705175.1	5109718	4152
GCF_001705785.1	10242506	7866
GCF_001708305.1	2275471	2024
GCF_001708405.1	2496140	2306
GCF_001708425.1	6124363	5241
GCF_001709345.1	4048029	3416
GCF_001715535.1	1326546	1143
GCF_001717125.1	7516843	6265
GCF_001717955.1	5322941	4780
GCF_001718535.1	7648944	6748
GCF_001718555.1	7424240	6489
GCF_001718655.1	7235060	6500
GCF_001718895.1	7780598	6918
GCF_001718955.1	7583807	6556
GCF_001719165.1	3251353	3044
GCF_001720395.1	3897429	3448
GCF_001720485.1	4176400	3352
GCF_001721185.1	4522699	3869
GCF_001721685.1	3582268	3300
GCF_001722335.1	5973421	5658
GCF_001722345.1	6855640	5817
GCF_001723055.1	8275588	7215
GCF_001723605.1	3029840	2968
GCF_001729245.1	4591888	4061
GCF_001729805.1	4899997	4450
GCF_001735525.1	4642543	3999
GCF_001735765.2	3503506	3036
GCF_001735805.1	9698948	8025
GCF_001741865.1	6713548	6161
GCF_001742145.1	5030841	4439
GCF_001742185.1	5043228	4382
GCF_001742425.1	3844017	3634
GCF_001746795.1	3515597	3302
GCF_001746835.1	4199284	3498
GCF_001746855.1	2141493	1635
GCF_001747405.1	2797276	2481
GCF_001748225.1	3000979	2622
GCF_001748245.1	7569109	6294
GCF_001750105.1	3864326	3288
GCF_001750685.1	5817221	5317
GCF_001750725.1	4952770	4516
GCF_001750785.1	6543262	5193
GCF_001751245.1	6311054	4966
GCF_001751255.1	7724355	6240
GCF_001751365.1	6610598	5471
GCF_001752395.1	3441881	3066
GCF_001752425.1	3317704	2944
GCF_001753165.1	3526118	3307
GCF_001753205.1	3436578	3195
GCF_001753225.1	7195716	6499
GCF_001757105.1	4864964	4155
GCF_001758465.1	5018451	4364
GCF_001761325.1	3426122	2991
GCF_001761365.1	3809314	3240
GCF_001761385.1	4944132	4496
GCF_001761405.1	3811650	3232
GCF_001761465.1	4402594	3445
GCF_001761545.1	1683184	1537
GCF_001766235.1	2999217	2542
GCF_001787355.1	3093577	2814
GCF_001831475.1	3027315	2587
GCF_001831495.1	3861670	3251
GCF_001853345.1	4923741	4539
GCF_001854125.1	4121005	3701
GCF_001854245.1	4455399	3767
GCF_001854325.1	7949449	6967
GCF_001854475.1	4743224	3958
GCF_001854525.1	5622166	5252
GCF_001854605.1	4856394	4057
GCF_001855275.1	5041230	4622
GCF_001856685.1	2207832	1732
GCF_001856695.1	4351863	3871
GCF_001857925.1	3637729	3562
GCF_001857965.1	3851214	3120
GCF_001865575.1	7829542	6699
GCF_001865635.4	5275873	4795
GCF_001866075.3	5227144	5039
GCF_001870205.1	2184285	2027
GCF_001870225.1	3049282	2952
GCF_001870665.2	3899419	3618
GCF_001870675.1	3504907	3287
GCF_001870735.1	7560024	6148
GCF_001874525.1	4081579	3669
GCF_001874605.1	2560375	2486
GCF_001876955.1	5965364	5410
GCF_001877035.1	4785613	4283
GCF_001878675.1	3917759	3758
GCF_001880225.1	1861609	1780
GCF_001880325.1	2388273	2288
GCF_001885905.1	3320653	3084
GCF_001885945.1	2613534	2497
GCF_001886155.1	3737957	3478
GCF_001886275.1	4127488	3848
GCF_001886615.1	3543891	3212
GCF_001886715.1	7310115	6362
GCF_001886815.1	4978541	3785
GCF_001886855.1	1640878	1678
GCF_001887185.1	5220753	4916
GCF_001887245.1	2667837	2324
GCF_001887595.1	4765486	4271
GCF_001887675.1	5687681	5166
GCF_001887715.1	3176363	2836
GCF_001888185.1	4207221	3822
GCF_001889005.1	2978889	2617
GCF_001889045.1	3019213	2656
GCF_001889105.1	6751508	5971
GCF_001889125.1	3401189	3182
GCF_001889165.1	4361276	4032
GCF_001889605.1	5324561	5079
GCF_001890385.1	3787976	3818
GCF_001890765.1	5050153	4236
GCF_001891125.1	2048833	1923
GCF_001891145.1	2754198	2515
GCF_001895205.1	3670882	3238
GCF_001895265.1	2237379	1993
GCF_001896135.2	8643493	6332
GCF_001902315.1	2745675	2544
GCF_001904615.1	4065636	3570
GCF_001904635.1	5148315	4479
GCF_001904725.1	7410502	6262
GCF_001905345.1	8883497	7134
GCF_001906585.1	8244886	6654
GCF_001907235.1	2521171	2141
GCF_001907295.1	2638573	2436
GCF_001907655.1	5982379	5578
GCF_001907675.1	6475312	5914
GCF_001907975.1	3421598	2887
GCF_001908095.1	3938299	3366
GCF_001908105.1	4246750	3672
GCF_001908725.1	5349905	4340
GCF_001909285.1	2920709	2877
GCF_001913815.1	3015729	2627
GCF_001922025.1	2726576	2447
GCF_001922305.1	3735506	3365
GCF_001922405.1	2700886	2489
GCF_001931505.1	1821632	1673
GCF_001931535.1	16040666	12344
GCF_001931655.1	3503318	3424
GCF_001932615.1	2149545	1982
GCF_001936115.1	1842889	1531
GCF_001936175.1	6316624	5609
GCF_001936235.1	1672949	1505
GCF_001936255.1	1042690	925
GCF_001936295.1	1302058	1135
GCF_001936335.1	1610352	1564
GCF_001938935.1	5391466	4690
GCF_001938985.1	5418020	4776
GCF_001939045.1	5156254	4547
GCF_001939735.1	6484429	5509
GCF_001940455.1	7453713	6284
GCF_001940525.2	4238255	3969
GCF_001941345.1	2862233	2494
GCF_001941385.1	1915344	1890
GCF_001941445.1	2926437	2384
GCF_001941465.1	2758653	2403
GCF_001941485.1	2604152	2146
GCF_001941505.1	2594799	2267
GCF_001941565.1	2791883	2393
GCF_001941585.1	3409143	2959
GCF_001941625.1	7120854	5832
GCF_001941825.1	7523017	6417
GCF_001942495.1	8319104	6658
GCF_001950255.1	2465639	2538
GCF_001950325.1	2386596	2422
GCF_001951155.1	4007868	3474
GCF_001951175.1	2316479	2141
GCF_001953055.1	3357577	3093
GCF_001953175.1	2092789	2102
GCF_001953305.1	5696047	4549
GCF_001953865.1	9049490	8014
GCF_001953875.1	7816792	6780
GCF_001955695.1	5895641	5353
GCF_001955715.1	4264855	3970
GCF_001955735.1	4055436	3691
GCF_001956315.1	3722743	3340
GCF_001956695.1	2866429	2713
GCF_001956985.1	7651896	5642
GCF_001969855.1	4378519	4225
GCF_001971585.1	2534178	2452
GCF_001971745.1	3192399	2804
GCF_001974985.1	3424892	3145
GCF_001975025.1	8625867	7100
GCF_001975185.1	1344557	1197
GCF_001975205.1	3645455	3215
GCF_001975665.1	4125014	3447
GCF_001975705.1	5259072	4993
GCF_001975725.1	3448835	3128
GCF_001975785.1	3237069	3194
GCF_001975955.2	2996750	2839
GCF_001976145.1	5012778	4367
GCF_001983935.1	8920478	6224
GCF_001983975.1	10184660	7768
GCF_001984445.1	8243179	6954
GCF_001984825.2	5218125	4763
GCF_001988955.1	5797678	4878
GCF_001989575.1	1745789	1715
GCF_001991075.2	3211717	2958
GCF_001995215.1	9217912	8367
GCF_001995255.1	2871788	2657
GCF_001995825.2	4668701	3936
GCF_001997345.1	3934699	3341
GCF_001997385.1	2951611	2233
GCF_001998325.1	6119496	5118
GCF_001998865.1	3650768	3312
GCF_001999765.1	4008197	3514
GCF_001999945.1	4255625	3457
GCF_001999965.1	3868357	2901
GCF_002000055.1	3989979	3370
GCF_002000085.1	4722645	3963
GCF_002000365.1	3639353	3320
GCF_002003265.1	4289950	3914
GCF_002005145.1	3240180	3015
GCF_002005165.1	3629225	3305
GCF_002005225.1	8550793	6907
GCF_002005305.1	6353406	5275
GCF_002005405.1	2116498	1974
GCF_002005485.1	3369297	2992
GCF_002006995.1	5015434	4634
GCF_002007645.1	4250973	3385
GCF_002007885.1	4124384	3548
GCF_002008225.1	4990461	4568
GCF_002009235.1	3495892	3322
GCF_002009295.1	3760301	3351
GCF_002009555.1	5083966	4890
GCF_002014765.1	2076923	1744
GCF_002014825.1	2288711	2056
GCF_002014855.1	2179000	1939
GCF_002014965.1	2143754	1892
GCF_002015115.1	2047249	1928
GCF_002019595.1	5773895	5280
GCF_002019605.1	5523573	5094
GCF_002019635.1	5399367	4999
GCF_002019645.1	5427045	4718
GCF_002019665.1	4701879	4494
GCF_002019705.1	4646905	4661
GCF_002019735.1	4319439	3833
GCF_002019765.1	4058377	4019
GCF_002021755.1	5890205	5112
GCF_002021945.1	1744112	1701
GCF_002024805.1	4433522	4031
GCF_002025225.1	5142338	4775
GCF_002025725.1	5445269	4835
GCF_002027545.1	2832566	2605
GCF_002027705.1	9184342	7934
GCF_002028325.1	6852809	6059
GCF_002028405.1	3343428	3020
GCF_002028545.1	3900573	3447
GCF_002043005.1	5693067	5115
GCF_002055515.1	4115994	3783
GCF_002056725.1	3547915	3185
GCF_002056795.1	7959595	6481
GCF_002067135.1	5828404	4646
GCF_002073495.2	4630763	3623
GCF_002074155.1	4803058	4164
GCF_002075285.3	5577845	4770
GCF_002075795.1	4975677	4051
GCF_002076895.1	4661274	3807
GCF_002076915.1	2359360	1892
GCF_002077135.1	3755691	3345
GCF_002078235.1	8097217	6855
GCF_002078505.1	6609808	5881
GCF_002079945.1	2011634	1753
GCF_002080395.1	1871495	1892
GCF_002080435.1	4240798	3935
GCF_002080475.1	4586728	4097
GCF_002081995.1	3362333	3165
GCF_002082175.1	7916045	6577
GCF_002082195.1	8482298	7149
GCF_002082585.1	8027788	6706
GCF_002087235.1	6103707	5438
GCF_002088935.1	3775089	3594
GCF_002093975.1	8220793	7622
GCF_002096055.1	4351649	4051
GCF_002097535.1	4142697	3992
GCF_002097715.1	7840830	6937
GCF_002101335.1	2533115	2190
GCF_002101395.1	4316301	3874
GCF_002104335.1	1937768	1816
GCF_002104435.1	4292822	3674
GCF_002104475.1	4511656	3842
GCF_002104515.1	4429136	3692
GCF_002105285.1	3786425	3643
GCF_002105555.1	3033494	2768
GCF_002116735.1	4630160	4192
GCF_002116925.1	3990425	3683
GCF_002117005.1	3192293	2366
GCF_002117085.1	2835711	2485
GCF_002117105.1	4472079	3881
GCF_002117125.1	3393335	3011
GCF_002117165.1	3929792	3678
GCF_002117405.1	4707971	4154
GCF_002117445.1	2713835	2563
GCF_002117975.1	4337996	3728
GCF_002119765.1	5971615	5643
GCF_002119845.1	6756853	6152
GCF_002127535.1	4666385	3766
GCF_002127545.1	4096854	3514
GCF_002127965.1	2468871	2205
GCF_002128425.1	4770625	4501
GCF_002139935.1	1594554	1572
GCF_002142475.1	6803468	6208
GCF_002148965.1	9204779	8013
GCF_002149035.1	9581188	8306
GCF_002149965.1	5735120	5038
GCF_002150735.1	9115570	7951
GCF_002150765.1	10210611	9069
GCF_002150845.1	7044380	6053
GCF_002153445.1	5085045	4753
GCF_002154345.1	7819863	6726
GCF_002154375.1	8426988	7203
GCF_002154385.1	7237318	6224
GCF_002154505.1	10405645	8740
GCF_002154555.1	7954566	6762
GCF_002154575.1	8062541	6979
GCF_002154605.1	11617640	9347
GCF_002154615.1	6184501	5517
GCF_002154675.1	9962914	8472
GCF_002155045.1	4042051	3971
GCF_002155145.1	3584631	3165
GCF_002155685.1	4309205	4024
GCF_002155895.1	7682401	6522
GCF_002155905.1	8832356	7703
GCF_002155915.1	6021617	4975
GCF_002155975.1	10183912	9179
GCF_002155995.1	9085242	8113
GCF_002156385.1	4555038	4269
GCF_002156545.1	4586484	3982
GCF_002157165.1	4058023	3665
GCF_002157205.1	3667185	3214
GCF_002157225.2	7113812	5729
GCF_002157735.2	3375144	2883
GCF_002157755.1	5405393	4737
GCF_002157795.1	4473663	3994
GCF_002157835.1	8080416	7401
GCF_002157875.1	2902896	2515
GCF_002157895.1	3508860	2893
GCF_002158865.1	4522913	3757
GCF_002158995.1	6103762	5306
GCF_002162215.1	2183505	1894
GCF_002162355.1	5249768	4441
GCF_002162375.1	6379281	5411
GCF_002163605.1	4490981	4009
GCF_002165375.2	3737289	3393
GCF_002192415.1	8542333	7304
GCF_002197645.1	4155954	4071
GCF_002197985.1	3829769	3473
GCF_002198095.1	4467628	4180
GCF_002198115.1	3302432	2915
GCF_002201475.1	3802913	3700
GCF_002201795.1	4775573	3536
GCF_002205635.1	4306761	4074
GCF_002205675.1	4258005	3971
GCF_002207765.1	3064849	2961
GCF_002208805.2	2502360	2268
GCF_002208825.2	3345527	3323
GCF_002209125.2	8935513	7898
GCF_002209445.1	3412686	2970
GCF_002210225.1	4148783	3285
GCF_002211445.1	5798956	5328
GCF_002211785.1	2197430	2180
GCF_002214345.1	5812176	5150
GCF_002214395.1	5277859	4594
GCF_002214625.1	1214674	911
GCF_002214645.1	4061276	3672
GCF_002214805.1	3189639	2723
GCF_002215035.1	7902459	6479
GCF_002215215.1	7783862	6556
GCF_002215585.1	4321452	3650
GCF_002216145.1	2496444	2280
GCF_002216775.1	4071214	3805
GCF_002216795.1	3568502	2925
GCF_002216855.1	2593992	2311
GCF_002216875.1	5004414	4225
GCF_002217285.1	5260169	4401
GCF_002217335.1	5902573	4921
GCF_002217355.1	4730796	3949
GCF_002217395.1	5062246	4177
GCF_002217475.1	4951782	3993
GCF_002217755.1	11525033	9720
GCF_002217925.1	2511119	2281
GCF_002217985.1	2723917	2538
GCF_002218045.2	4207152	3614
GCF_002220155.1	5023055	4473
GCF_002220195.1	3127455	2819
GCF_002220755.1	1725016	1689
GCF_002221525.1	4500451	3881
GCF_002222595.2	3065949	2897
GCF_002222655.1	3787551	3487
GCF_002224365.1	4337422	3994
GCF_002224645.1	3766545	3465
GCF_002233675.1	5414232	4703
GCF_002233755.1	3576146	3182
GCF_002234535.1	6606717	5217
GCF_002234575.2	6614036	5928
GCF_002237575.1	1204639	1031
GCF_002238335.1	1738633	1699
GCF_002240035.1	3272100	2794
GCF_002240225.1	4828665	4198
GCF_002240355.1	6986413	6416
GCF_002240415.1	5778702	4840
GCF_002242805.1	10520052	9037
GCF_002243385.1	1862768	1632
GCF_002243515.1	4516965	3797
GCF_002243625.1	4089457	3596
GCF_002243645.1	5645783	5165
GCF_002243665.1	3742258	3399
GCF_002245625.1	5137998	4608
GCF_002245695.1	3900789	3933
GCF_002245785.1	960895	785
GCF_002250055.1	4899141	4748
GCF_002250945.2	4162397	3837
GCF_002251755.1	3532745	3303
GCF_002251775.1	3247176	2821
GCF_002251835.1	3238290	2971
GCF_002252705.1	3548884	3475
GCF_002253105.1	2060317	1859
GCF_002257545.1	4017713	3373
GCF_002257585.1	5301339	4515
GCF_002257665.1	4430441	3712
GCF_002260685.1	6641645	5452
GCF_002261115.1	9262443	7489
GCF_002263495.1	6142152	5233
GCF_002263515.1	5243930	4512
GCF_002265265.1	5475421	4765
GCF_002265435.1	2780751	2794
GCF_002266435.2	7044517	6481
GCF_002269345.1	2702851	2566
GCF_002269385.1	4639957	4013
GCF_002269685.1	2734830	2500
GCF_002270055.1	4710588	4333
GCF_002271215.1	4603334	4210
GCF_002272945.1	1274972	979
GCF_002276165.1	4694375	4483
GCF_002277955.1	4810751	3335
GCF_002278015.2	2845651	2413
GCF_002278035.1	5645291	5084
GCF_002278075.1	8907716	7753
GCF_002278135.2	8606328	7606
GCF_002282915.1	2008102	1609
GCF_002283365.1	4981075	4202
GCF_002284535.1	6681850	6041
GCF_002285415.1	3494482	3326
GCF_002285495.1	2869927	2602
GCF_002285515.1	5250904	4241
GCF_002285635.2	4501946	3830
GCF_002285715.1	5285642	4832
GCF_002287505.1	2518659	2339
GCF_002287545.1	4407865	3716
GCF_002288025.1	1666291	1463
GCF_002288285.1	4602637	4210
GCF_002288525.1	6094027	5381
GCF_002288545.1	5008416	4277
GCF_002289455.1	7006470	5739
GCF_002290025.1	2646250	2374
GCF_002290085.1	854780	733
GCF_002291425.1	5548506	4817
GCF_002291445.1	5360730	4581
GCF_002302415.1	2838633	2567
GCF_002302475.1	2640475	2237
GCF_002302495.1	2855148	2444
GCF_002302635.1	2831350	2436
GCF_002302655.1	2455405	2089
GCF_002305855.1	9910441	7960
GCF_002305895.1	8973512	7043
GCF_002310475.1	2292235	2141
GCF_002310495.1	4730447	3768
GCF_002310795.1	4132618	3570
GCF_002310835.1	4128400	3579
GCF_002327105.1	3351776	2912
GCF_002327145.1	6274078	5431
GCF_002332425.1	3982721	3354
GCF_002335815.1	5579901	5160
GCF_002346025.1	5592049	4715
GCF_002352765.1	4517958	4063
GCF_002354875.1	8131572	6788
GCF_002355155.1	3537507	3052
GCF_002355215.1	2097874	1572
GCF_002355275.1	5541299	5094
GCF_002355295.1	6270417	5098
GCF_002355335.1	4586237	4409
GCF_002355375.1	4116770	3888
GCF_002355415.1	3958814	3844
GCF_002355435.1	6343898	5422
GCF_002355475.1	6242949	5646
GCF_002355535.1	1622386	1566
GCF_002355595.1	7814405	6088
GCF_002355735.1	2864672	2742
GCF_002355855.1	4547566	4319
GCF_002355975.1	6096022	4835
GCF_002356035.1	8121733	7239
GCF_002356295.1	5718991	4381
GCF_002356315.1	5232660	4693
GCF_002356335.1	4994485	4728
GCF_002356555.2	2834560	2547
GCF_002356735.1	1283910	1228
GCF_002367975.1	7069985	5747
GCF_002367995.1	9257480	6977
GCF_002368075.1	5609991	4744
GCF_002368095.1	9491741	7027
GCF_002368115.1	5165988	4381
GCF_002368155.1	9359223	7158
GCF_002368275.1	10126555	7691
GCF_002368295.1	9352233	7118
GCF_002369955.1	1921407	1390
GCF_002370525.2	4648418	4141
GCF_002374315.1	4929385	4348
GCF_002381365.1	4349350	4026
GCF_002393405.1	4469608	4055
GCF_002393445.1	5469298	4945
GCF_002393505.1	3990106	3607
GCF_002407065.1	3953253	3420
GCF_002407185.1	3796663	3288
GCF_002407265.1	4157437	4032
GCF_002407485.1	4174222	3810
GCF_002441695.1	2405003	2277
GCF_002441855.2	4337501	3974
GCF_002441885.1	2203491	2123
GCF_002441935.1	837471	694
GCF_002442515.1	2603084	2373
GCF_002499975.2	4314189	3655
GCF_002504165.1	3956796	3549
GCF_002504265.1	3653375	3371
GCF_002504285.1	3720168	3271
GCF_002514735.1	4566018	3736
GCF_002531755.2	7497685	6721
GCF_002549795.1	4053030	3651
GCF_002556545.1	9611874	7957
GCF_002557795.1	5279921	4257
GCF_002573965.1	7997491	6905
GCF_002583405.1	2617693	2356
GCF_002591335.1	10744231	8215
GCF_002591855.1	2314479	2105
GCF_002592005.1	6230283	5773
GCF_002607735.1	3836940	3370
GCF_002608105.1	9014207	7448
GCF_002632465.1	4313848	3477
GCF_002632585.1	4968473	3967
GCF_002632615.1	4995255	4109
GCF_002632755.1	3859546	3365
GCF_002632825.1	4668612	3897
GCF_002632875.1	4127775	3517
GCF_002688605.1	5254250	5219
GCF_002705835.1	6217645	5283
GCF_002706425.1	2951508	2687
GCF_002706745.1	2551839	2429
GCF_002706795.1	5400144	4584
GCF_002734215.1	4848595	4599
GCF_002736065.1	5742165	5053
GCF_002736205.1	5373360	4385
GCF_002736285.1	1065810	707
GCF_002741015.1	9631051	8545
GCF_002741055.1	6593819	5679
GCF_002741785.1	1301836	1174
GCF_002744715.1	4034607	3574
GCF_002744735.1	4458884	4057
GCF_002744755.1	4370038	3761
GCF_002749495.1	4620225	4334
GCF_002749615.1	4577265	4285
GCF_002749675.1	847967	718
GCF_002749895.1	3617632	2807
GCF_002749945.1	3892013	3432
GCF_002752675.1	7530059	6291
GCF_002754935.1	2659739	2383
GCF_002759055.1	6395331	5872
GCF_002761235.1	2257294	1784
GCF_002761875.1	3288057	2944
GCF_002762215.1	6398100	5838
GCF_002762335.1	1548794	1531
GCF_002763625.1	2372880	2139
GCF_002763715.1	2764740	2134
GCF_002764115.1	6208009	5750
GCF_002770595.1	4376354	3887
GCF_002770655.1	2782635	2471
GCF_002776695.1	8199267	7476
GCF_002777965.1	3957886	3490
GCF_002777975.1	4375287	3800
GCF_002786295.1	4496514	4162
GCF_002786325.1	5235224	4916
GCF_002794255.1	7200897	6188
GCF_002795245.1	8252029	7277
GCF_002795265.1	1560007	1366
GCF_002795805.1	2537610	2377
GCF_002795825.1	2301665	2206
GCF_002795845.1	3660060	3222
GCF_002795865.1	2942673	2858
GCF_002796795.1	4092893	3853
GCF_002797355.1	3264462	3061
GCF_002798305.1	2643527	2659
GCF_002798405.1	4366437	3913
GCF_002798435.1	4752482	4414
GCF_002802865.1	2652159	1988
GCF_002802875.1	2696768	2035
GCF_002802915.1	2384744	1827
GCF_002802965.1	3926895	3623
GCF_002803295.2	1323505	1222
GCF_002803535.1	4885407	4441
GCF_002803985.1	1031560	860
GCF_002804005.1	868413	722
GCF_002804025.1	846907	732
GCF_002804065.1	3352175	3105
GCF_002804105.1	845295	903
GCF_002804165.1	7600475	6263
GCF_002804205.1	838114	695
GCF_002806685.1	5753980	5198
GCF_002807035.1	4492416	3878
GCF_002810005.1	3505729	3363
GCF_002811505.1	4048089	3685
GCF_002811845.1	4388198	3850
GCF_002811905.1	4127728	3815
GCF_002811945.1	3946761	3607
GCF_002811955.1	4314057	3848
GCF_002811975.1	6923300	6429
GCF_002812205.1	4213808	3851
GCF_002812225.1	4191631	3791
GCF_002812325.1	7298178	6803
GCF_002812985.1	4537799	3995
GCF_002813555.1	1284130	1117
GCF_002813575.1	10231233	8291
GCF_002813635.1	1930413	1860
GCF_002813755.1	3504528	3083
GCF_002831565.1	8794837	7299
GCF_002834145.1	3400809	3257
GCF_002835605.1	3438790	3211
